epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
73,43.4081,0.8014,0.64373,0.98816,0.99214,1,0.995,0.80804,0.82601,0.45104,0.99356,0.0015248,0.0015248,0.0015248
74,43.9898,0.86757,0.6794,1.02062,0.99208,1,0.995,0.81934,0.78739,0.47522,0.95833,0.0015182,0.0015182,0.0015182
75,44.5714,0.74401,0.60886,0.96986,0.99188,1,0.995,0.8878,0.60788,0.43897,0.86478,0.0015116,0.0015116,0.0015116
76,45.155,0.74433,0.59009,0.93745,0.9922,1,0.995,0.89631,0.5617,0.40709,0.85082,0.001505,0.001505,0.001505
77,45.7358,0.758,0.62967,0.92918,0.99208,1,0.995,0.88213,0.59192,0.39532,0.8716,0.0014984,0.0014984,0.0014984
78,46.3229,0.75125,0.59565,0.98299,0.99149,1,0.995,0.83758,0.70838,0.48099,0.92539,0.0014918,0.0014918,0.0014918
79,46.9069,0.70443,0.58012,0.95141,0.99195,1,0.995,0.91229,0.58494,0.42697,0.87347,0.0014852,0.0014852,0.0014852
80,47.5023,0.72542,0.59035,0.96521,0.99216,1,0.995,0.8955,0.574,0.3759,0.86206,0.0014786,0.0014786,0.0014786
81,48.0892,0.78636,0.59485,0.95898,0.99204,1,0.995,0.85154,0.59329,0.41044,0.87816,0.001472,0.001472,0.001472
82,48.6737,0.75667,0.60957,0.9833,0.99209,1,0.995,0.85154,0.57952,0.39325,0.87848,0.0014654,0.0014654,0.0014654
83,49.2745,0.69112,0.5549,0.90987,0.99228,1,0.995,0.8208,0.61761,0.41557,0.88945,0.0014588,0.0014588,0.0014588
84,49.8667,0.69616,0.54619,0.93756,0.99232,1,0.995,0.8208,0.68069,0.44064,0.90461,0.0014522,0.0014522,0.0014522
85,50.4626,0.76126,0.57601,0.9858,0.99239,1,0.995,0.80266,0.76718,0.42321,0.92074,0.0014456,0.0014456,0.0014456
86,51.052,0.69948,0.54761,0.95925,0.9923,1,0.995,0.82413,0.70604,0.42587,0.90286,0.001439,0.001439,0.001439
87,51.654,0.75562,0.56159,0.95051,0.99161,1,0.995,0.9106,0.58612,0.38638,0.87545,0.0014324,0.0014324,0.0014324
88,52.2503,0.71035,0.55874,0.94553,0.99157,1,0.995,0.88799,0.53664,0.39964,0.86188,0.0014258,0.0014258,0.0014258
89,52.8456,0.70014,0.54242,0.94847,0.99215,1,0.995,0.86689,0.61007,0.41675,0.87583,0.0014192,0.0014192,0.0014192
90,53.4524,0.75603,0.57022,0.9439,0.99089,1,0.995,0.88072,0.55447,0.39093,0.86162,0.0014126,0.0014126,0.0014126
91,54.0346,0.71703,0.56576,0.95162,0.99128,1,0.995,0.84925,0.55365,0.41447,0.85614,0.001406,0.001406,0.001406
92,54.6223,0.73768,0.56621,0.95011,0.99097,1,0.995,0.84926,0.62349,0.41219,0.87351,0.0013994,0.0013994,0.0013994
93,55.2101,0.74897,0.57039,0.94486,0.99096,1,0.995,0.87954,0.57946,0.40349,0.86715,0.0013928,0.0013928,0.0013928
94,55.7952,0.72204,0.52854,0.96019,0.99173,1,0.995,0.8955,0.56074,0.36545,0.8478,0.0013862,0.0013862,0.0013862
95,56.3823,0.71704,0.54015,0.93288,0.99193,1,0.995,0.8795,0.57929,0.35356,0.85369,0.0013796,0.0013796,0.0013796
